 2)22~45岁之间（含）；	Age
 心动过缓	Disease
 （4）在该省长期居住的人员；	Address
 (2)经NAs抗病毒治疗（所用NAs种类及方案，时长不限）并获得HBV低于20IU/ml,HBsAg低于1000IU/ml；	Multiple
 (6)有心动过缓，窦性停搏、窦房传导阻滞、房室传导阻滞、异位心律病史者；	Disease
 7. 每天需要氧疗或者因为肺部疾病需要口服激素的患者大于10mgQd；	Multiple
 （4）合并心功能不全（纽约心脏协会功能分类[附一]III级以上）、不稳定心绞痛、心肌梗死、心电图（ECG）示左室肥厚、血管栓塞性疾病患者；	Multiple
 2.不配合治疗者及出院时拒绝参与继续治疗者。	Multiple
 （2）病情危重或临终不能参加本研究的患者	Multiple
       ① 频繁抽搐、昏迷、脑疝；	Multiple
 4、各项检查指标符合治疗的适应证；	Multiple
 NDRI类抗抑郁药（如安非他酮等）；	Pharmaceutical Substance or Drug
 2、未使用溶栓治疗。	Therapy or Surgery
 5. 总病程≤5年，目前用药方案为单用奥氮平、单用丙戊酸盐、奥氮平+丙戊酸盐，或入组后拟用药方案为以上其一；	Multiple
 7）孕妇或哺乳期者。	Pregnancy-related Activity
 23)研究人员认为其他原因不适合临床试验者。	Researcher Decision
1.确诊的单纯性肥胖患者（BMI≥30kg/m^2）或者BMI≥28 kg/m^2合并高脂血症和或高血压，睡眠呼吸暂停或者糖耐量异常；	Multiple
 8. 重要脏器有原发性疾病；	Disease
 6.无行为能力者或丧失部分行为能力者；	Capacity
 (4)所有患者不伴有严重的内科疾病，也无膀胱结石及肿瘤等合并症需行其他外科处理	Disease
 2）AST和ALT≤（相同年龄段的）正常值上限2.5倍；	Laboratory Examinations
 5．年龄18-65岁。	Age
1.18岁至55岁（含）的健康男性或女性。建议女性受试者比例不少于四分之一。	Multiple
 3.腰椎节段2~3个;	Disease
 ●具有中医《缺血性中风证候要素诊断量表》风、火、瘀证的特点；	Diagnostic
 （8）患有先天或获得性免疫缺陷型疾病者；	Disease
 （2）符合1995年全国第四届脑血管病学术会议通过的《各类脑血管疾病诊断要点》中“脑卒中”的诊断要点，并经头颅CT或MRI检查提示一侧单发梗死或出血灶；	Diagnostic
 4) 签署知情同意书；	Consent
 ③年龄为18~70岁者	Age
 ③合并较大子宫肌瘤或严重子宫腺肌病、子宫内膜异位症而影响妊娠者。	Disease
1）尿频、尿急继发于其他疾病者（继发性膀胱过度活动症患者）；	Disease
 9)临床上有显著的变态反应史，特别是药物过敏史，尤其对恩替卡韦及辅料中任何成分过敏者；	Allergy Intolerance
 5）废用性肌萎缩。	Disease
1.年龄≧18 岁，＜75 岁，性别不限；	Multiple
 6) 取得患者及家属的知情同意	Consent
 7、预期寿命≥12周。	Life Expectancy
 （4）对研究药物过敏者。	Allergy Intolerance
 ②符合以上诊断标准，确诊为失眠症的患者。	Diagnostic
 6.在过去六个月内接受过任何面部射频或激光治疗	Therapy or Surgery
 3）因各种原因不能准确表述瘙痒程度的患者；	Capacity
 5）无心脑等重要脏器功能障碍	Organ or Tissue Status
 （3）体重不少于45kg，BMI在19-24之间[BMI=体重(kg)/身高2(m2)]。	Multiple
 2.年龄18-70岁	Age
 （5）试验前4周内未参加过其它药物临床试验	Enrollment in other studies
 6.合并有严重心脏疾病（慢性心衰纽约分级标准心功能三级以上者、严重心律失常）、肝功能异常（AST、ALT≥正常值上限1.5倍）和造血系统（中度以上贫血）等严重疾病、精神病患者	Multiple
 5.无法配合完成本次研究的患者	Compliance with Protocol
通过医院伦理委员会审查批准手术。	Ethical Audit
 5.14日之内曾服用过H1-抗组胺药、类固醇及抗组胺制剂、减充血剂（作用于鼻、口、眼部位）、皮质类固醇、抗生素等，或14日之内曾服用过如附录一所示之禁用药者；	Pharmaceutical Substance or Drug
 14、有消化内镜检查和治疗禁忌症；	Disease
 3. 出血破入脑室或与蛛网膜下腔、脑脊液循环存在沟通的；	Sign
 （5）预期生存期＞6月	Life Expectancy
 3.主要器官功能正常，无严重的肝肾功能及心脑血管疾病，研究者认为患者可以从中获益的可以入组；	Multiple
1.严重肝功能不全或肾功能不全者，白细胞数&lt;2.5×10 * 12，血小板计数&lt;6.0×10 * 9；	Multiple
 （6）近6个月内注射过或近3个月服用过性激素制剂、抗性激素制剂等对性激素有影响的药物；近3个月使用过神经阻滞药、抗抑郁药、抗焦虑、抗精神病药等治疗精神疾病的药物；患有某些疾病，需要在近6个月的试验期内接受上述治疗者；	Multiple
 4）Karnofsky评分低于60分；	Risk Assessment
 3）患眼未失明。	Disease
 （7）经双肾CT平扫+增强或彩超检查提示1级单纯性肾囊肿&lt;40mm。	Diagnostic
 2、其他系统性神经疾病所致的吞咽功障碍者，头颈部恶性肿瘤所致吞咽功能障碍者；	Disease
1.房颤；	Disease
 13.顺行穿刺股动脉的患者；	Therapy or Surgery
 5）恶性肿瘤和终末期疾病患者；	Disease
 ⑥　人工晶体位置异常	Device
1. 年龄≥18岁且≤80岁，自愿入组参加，依从性好，能配合试验观察，并签署书面的知情同意书；	Multiple
 a)血象：中性粒细胞（ANC）≥2.0×10^9/L，血小板（PLT）≥ 100×10^9/L，血红蛋白（Hb）≥10g/dL	Laboratory Examinations
 (6)自愿参加研究并签署知情同意书。	Consent
 7.可耐受全身麻醉	Allergy Intolerance
 8.受试者曾经接受化疗，骨盆的放疗或是骨盆的手术。但是，曾做过腹股沟疝气手术，阴囊鞘膜积液手术，及包皮环切术是可以参加本研究的。	Therapy or Surgery
 总胆红素≤（相同年龄段的）正常值上限1.5倍；AST和ALT≤（相同年龄段的）正常值上限2.5倍；	Laboratory Examinations
 9) 严重胃肠吸收功能障碍如吞咽困难、食管炎、肠炎或消化道溃疡的患者；	Disease
1、中度慢阻肺、明显心衰、阻塞性睡眠呼吸暂停综合症；	Disease
 5.慢性肾衰需要血液透析或者腹膜透析；	Multiple
 ②　典型的椎间盘突出症状且接受保守治疗3个月无效的患者；	Multiple
 4.透析前收缩压大于等于90mmhg;	Laboratory Examinations
 2) 上颌切牙舌倾，覆盖小于2mm.	Laboratory Examinations
1.反复种植失败患者满足以下任意一项：	Therapy or Surgery
 4.踝肱指数（ABI）&lt;0.6或&gt;1.3；	Risk Assessment
 f）不能服用氟哌利多者	Pharmaceutical Substance or Drug
 6.出于任何原因不能配合研究，如语言障碍，精神疾病等。	Multiple
 9.入组前3个月内有献血史者。	Blood Donation
 11）已知药物或酒精依赖；	Addictive Behavior
 （3）近3月服用达英-35、二甲双胍、安体舒通等药物；近1月内服用抗生素及微生态制剂；近1月内服用促胃肠动力药如：多潘立酮、甲氧氯普胺、西沙必利等。	Pharmaceutical Substance or Drug
 (3) 无严重肝肾、内分泌系统疾患；	Disease
同本院临床研究，本研究不额外纳入。	Encounter
 c)术前经超声胃镜/CT确认肿瘤分期为T1-2N0-1M0期患者；或T3N1M0(IIIa)期患者经新辅助放/化疗后评估肿瘤达到PR（部分缓解），可行手术切除者；	Multiple
  ④病历资料齐全，并详细录入患者治疗前后临床资料收集表（附录3）；	Data Accessible
 9.严重的全身急慢性疾病患者，如心力衰竭、重度贫血、出现性疾病及各种疾病的急性阶段等；有心血管、胃肠、肝、肾、呼吸系统病史或现有上述疾病者；	Disease
 4. 预期生存&gt;6个月；	Life Expectancy
 ⑤研究期间妊娠者脱落。	Pregnancy-related Activity
 9)正在、准备参加或3个月内参加过其他临床试验者；	Enrollment in other studies
 2、位于幕上的慢性硬膜下血肿患者；	Disease
 （4）服用可影响血脂代谢的药物，如他汀类、贝特类、ACEI、雌激素等；	Pharmaceutical Substance or Drug
 不能或不愿签署知情同意书。	Consent
（1）均符合美国精神障碍诊断与统计手册（第四版，DSM-IV）重性抑郁症的诊断标准；	Diagnostic
 （3）怀孕或哺乳期妇女；	Pregnancy-related Activity
1 被诊断有认知障碍，精神分裂，抑郁症患者；	Disease
1.患儿本身有重大基础疾病（消化系统，神经系统，代谢系统，心血管系统）；	Disease
 5)在促排卵过程中出现卵巢过度刺激高风险的患者；	Pregnancy-related Activity
 2、单侧或双侧肾动脉形状结构不适宜做消融手术的患者（肾动脉狭窄超过50%、肾动脉瘤、曾有肾动脉介入手术治疗、肾动脉畸形、肾动脉直径＜4mm或可治疗段长度＜20mm）；	Multiple
 （3）烧伤面积≥30%；	Laboratory Examinations
 (7) 具有各种代谢性疾病，如肥胖症、脂质失调、体重指数&gt;27、高血压、糖尿病、结石、各种肝病等；	Multiple
 3. HAMD量表17项得分17分以上	Risk Assessment
 （6）有药物滥用史、酗酒史、精神病史或老年痴呆症者；	Multiple
 2.重度钙化需要旋磨处理的。	Therapy or Surgery
 (5)通过直接提问和体检，有任何显著的临床疾病者；	Disease
 5.有严重的肾脏、心血管、肺部、神经系统、自身免疫性以及骨骼疾病；	Disease
 （4）肺功能：FEV1&gt;50%，轻-中度肺功能受损。	Multiple
 （7）心肌核素显像：在ATTR型CA患者，99mTc标记磷酸盐衍生物心肌显像阳性（心脏摄取≥骨摄取），质谱分析可进一步证实淀粉样物质存在。	Multiple
 5.术前确诊为重度睡眠呼吸暂停综合征的患儿；心律失常患儿；	Disease
 23)酒精呼气测试阳性者；	Laboratory Examinations
 11）具有HLA高分辨配型（A, B, C, DR, DQ）全相合同胞或者HLA半相合（≥5/10）的血缘间单倍型供者，供者年龄8-65岁，无捐献干细胞的禁忌症（除外血液病、恶性肿瘤、传染性疾病、严重脏器功能不全、精神疾病等）；	Multiple
 5.研究开始前，患者本人或其法定代理人已签署《知情同意书》。	Consent
 3. 阿氏评分&lt;7分；	Risk Assessment
 5.育龄女性筛选时妊娠检查阴性，并在整个试验过程中自愿采取避孕措施；	Pregnancy-related Activity
 2.因脊柱或胸腹部脏器疾病需行胸腰椎或胸腹腔CT，同时怀疑是骨质疏松症，在3个月内行以DXA法行骨密度测量的患者；	Multiple
 2）临床症状和影像学表现以外侧间室或髌股关节间隙为主	Multiple
 （4）既往对人免疫球蛋白过敏或有其他严重过敏史者；	Allergy Intolerance
 2，既往未行TAM治疗（辅助治疗或转移后使用）。	Therapy or Surgery
 4）供体特异性（DSA）呈阳性；	Laboratory Examinations
 ④合并严重其他系统疾病的，如失代偿性心力衰竭、严重肝肾功能损害(血清转氨酶≥2×医学参考值上限，肌酐清除率≤40 ml／min或肾病活动期)；	Multiple
 8）下丘脑、垂体肿瘤者；	Disease
 6. 严重胃炎、胃及十二指肠溃疡者；	Disease
 4. 白内障1年内需要?手术;	Disease
 6.签署知情同意书者。	Consent
 2.急性肾损伤、活动性炎症性疾病、甲状旁腺切除或确诊的恶性肿瘤患者	Disease
 (3)卵巢：巧囊、畸胎瘤、良性/恶性肿瘤等手术病史	Multiple
 （4）随机血糖≥13.7mmol/L的糖尿病患者或糖化血红蛋白≥9.5%；	Multiple
 （5）确诊为慢阻肺超过12个月的患者，以及合并发焦虑/抑郁状态患者，COPD诊断：根据美国胸科学会/欧洲呼吸学会的定义，具有COPD病史的受试者。	Diagnostic
 2)无眼球震颤，具有良好的固视能力；	Symptom
 （4）术前曾接受化疗或其他全身抗肿瘤治疗的患者；	Therapy or Surgery
1）无法手术的病例	Capacity
 2、抗病毒治疗前3个月内做过肝脏超声造影患者	Multiple
 3. 志愿者能遵守临床试验方案的要求，完成所有随访研究；	Compliance with Protocol
 4. 受试者愿意遵循研究程序，并愿意进行研究访视；	Consent
 （2）腰椎节段有手术史者；	Therapy or Surgery
 ②64排以上冠脉CT检查证实有至少一支冠状动脉管腔狭窄≥50%；	Multiple
1.已知的硫酸镁过敏或同时参加其他试验;	Multiple
 3）存在严重精神疾病或认知功能明显障碍者；	Disease
 （2）自愿受试并签署知情同意书患者	Consent
 （2）6～16岁，性别不限，体重≥20Kg；	Multiple
 4.结直肠癌肝转移经FOLFOX一线治疗后失败，停药至少1月。	Multiple
(1)研究治疗开始前4周内，接受过其他任何研究治疗的患者；	Enrollment in other studies
 2、严重心、肺、肝或肾疾病不能耐受手术；	Multiple
 ASA  I～Ⅱ级	Risk Assessment
 2) 孕妇及哺乳期妇女；	Pregnancy-related Activity
 7）有药物滥用史、酗酒或依从性差、无法按要求完成随访的受试者。	Multiple
 10.素食主义者；	Diet
 5. 既往因疾病需要使用激素	Pharmaceutical Substance or Drug
 3.病理学证实胰腺癌，；	Diagnostic
 4. 肌腱再次断裂的患者；	Disease
 ④志愿参加本研究并签署知情同意书。	Consent
 ?患者除了乙型肝炎以外，还存在导致肝脏疾病的一个或更多其他的主要原因（例如：酒精性肝病、自身免疫性肝病、累及肝脏的恶性肿瘤等等）	Disease
 3．有酗酒史（每周饮用14个单位的酒精：1单位=啤酒285 mL，或烈酒25 mL，或葡萄酒100ml）；	Multiple
①不符合代谢综合征的诊断标准	Diagnostic
 3.在充分了解研究内容后，签署知情同意书。	Consent
 2）伴有严重的或不稳定的心、肝、肾、肺、内分泌（包括甲状腺功能不全）、血液、精神神经功能障碍等疾病者；	Disease
 2. 严重自杀风险的患者	Symptom
 b. 肿瘤侵袭范围：Knosp分级 2级以下，Hardy Wilson分级 B级以下；	Risk Assessment
1、神经源性膀胱病变者。	Disease
 ⑦ 反复根除幽门螺杆菌失败者；	Disease
 - 心电图及肺功能检查未显示明显异常者；	Diagnostic
 年龄大于35岁	Age
 4) 临床分期为cT2-4N0-3M0	Neoplasm Status
 （2）不能遵守研究或随访流程	Compliance with Protocol
 (5) 既往长期饮用过量（2000ml 以上）茶、咖啡或含咖啡因的饮料者；研究首次给药前48 小时内，摄入任何含有葡萄柚、咖啡因的食物或饮料（如咖啡、浓茶、巧克力等）者。	Diet
 5）年龄56-60岁（含56及60岁），身体状况评分0-2分	Multiple
 ④合并其他皮肤病且目前需要治疗者，合并有循环系统、呼吸系统、消化系统、泌尿系统、内分泌系统和造血系统等严重原发性疾病、常规用药无法控制的患者，合并恶性肿瘤的患者。或临床检测指标属于以下几种情况之一的患者：谷丙转氨酶或谷草转氨酶增高＞3倍正常值上限；肌酐增高＞3倍正常值上限；或其他实验室检查异常研究者判断不适合参与此试验的患者。	Multiple
 9、1年内接受过器官移植的患者；	Therapy or Surgery
1. 经病理检查明确为局部晚期非小细胞肺癌，包括III期不能或不愿意手术者和IV期的患者，经常规系统性化疗出现进展者；	Multiple
 2.体重指数（BMI=体重/身高 2）在 19-25 之间（包括边界值），男性体重≥50kg，女性体重≥45kg。	Multiple
 2)漏斗胸患者接受Nuss手术治疗，年龄10-16岁；	Multiple
1.术前有严重合并症的患者；	Disease
 6.带有心脏起搏器或其他植入式刺激器或颅内金属植入物者；	Device
1）合并心脏疾病，肝肾疾病，以及呼吸道感染，	Disease
1.患有心脑血管疾病或其他恶性疾患；	Disease
 （4）日常饮食有食用酸奶、益生菌饮料等含微生态制剂食物的患者；	Diet
 使用已知干扰接触镜配戴的全身性药物（例如，长期使用类固醇）。	Pharmaceutical Substance or Drug
 g)糖尿病控制不佳（空腹血糖（FBG）＞10mmol/L）；	Disease
 3.签署书面知情同意书	Consent
 ***包括在访视1之前12个月以上做出的中轴型SpA （AS或nr-axSpA）的诊断。	Diagnostic
 ④从未出现躁狂发作、混合发作或轻躁狂发作，且不符合环性心境障碍诊断标准。	Diagnostic
 3. 颅内高压；	Disease
 4.正在服用影响维生素D代谢的药物	Pharmaceutical Substance or Drug
1）排除癫痫患者、身体内有金属物患者及急性脑血管意外的患者	Multiple
 5、有慢性胰腺炎病史。	Disease
 （5）需要长期服用激素或免疫抑制剂的患者（例如类固醇类或移植排斥药物治疗）；	Pharmaceutical Substance or Drug
1）室速/室早呈单形性、左束支传导阻滞、胸前移行导联≥V4；	Disease
 （7）妊娠或准备妊娠妇女，哺乳期妇女。	Pregnancy-related Activity
 3）签署知情同意书。	Consent
1.存在可纠正的房颤原发病因	Disease
 （6）耳鼻喉等器官的疾病，如鼻窦炎，中耳疾患，鼓膜移植；	Disease
 （3）没能按医嘱要求规范进行二代内分泌治疗的患者 。	Therapy or Surgery
 ⑸化疗方案需符合国内外主要临床实践指南或规范推荐的相应病种的标准化疗方案；	Therapy or Surgery
 ②勃起功能国际量表(IIEF5) ≥22 分	Risk Assessment
 3，受试者在入组本研究前30天内和/或参与本研究的过程中参与其他药物或器械的临床研究	Enrollment in other studies
 3. 首次发病或复发性卒中未留下明显的神志、功能缺损（起病前mRS≤1）；	Multiple
（1）已经处在原发性干燥综合征病情缓解期者；	Disease
 4)患者同意参加研究并签署知情同意书。	Consent
 7、参与其他临床研究治疗	Enrollment in other studies
 6)有严重肝、肾和心脏功能不全的患者	Organ or Tissue Status
 ②术中因大出血等突发情况更改麻醉方式；	Therapy or Surgery
 (8) 患者拒绝签署书面知情同意或拒绝参加本次试验；	Consent
 2.经病理学或组织学确诊的胃癌患者；	Diagnostic
 6.需要在研究期间使用系统性皮质类固醇治疗（≥5mg/d的泼尼松或等效剂量的其他皮质类固醇）或其他免疫抑制药物治疗的受试者，包括MM的治疗，用于治疗不良事件的除外；	Multiple
 8.未能控制的系统性真菌、细菌或病毒感染（定义为当时的症状/体征与感染有关，尽管使用抗生素或其他治疗但仍无改善）；	Disease
 （5）1个月内使用PPI	Pharmaceutical Substance or Drug
 （6）哺乳期妇女、孕妇或正在备孕的妇女；	Pregnancy-related Activity
    （5）妊娠或哺乳期妇女，过敏体质者；	Multiple
 (12) 术前存在出凝血功能异常者；	Organ or Tissue Status
 4）计划实行外科手术的患者	Therapy or Surgery
 5、有对研究药物或类似结构药物过敏史	Allergy Intolerance
 2）1年内曾有酒药依赖或急性中毒的患者；	Addictive Behavior
 (3)重叠其他风湿病，如系统性红斑狼疮、干燥综合征、严重的膝关节炎患者；	Disease
 20在服用研究药前 48 小时内服用过任何含酒精的制品；	Alcohol Consumer
 （6）近一个月内参加过其他临床研究的受试者；	Enrollment in other studies
 6.受试者自愿参加，签署知情同意书，依从性好，能积极治疗和配合随访；	Multiple
1.生殖道炎症者（淋病、衣原体感染、念珠菌阴道炎、滴虫性阴道炎、细菌性阴道病等）；	Disease
（1）年龄大于50岁，小于80岁；	Age
 (5)发病前无睡眠障碍、认知障碍或仅有短暂性睡眠障碍；	Disease
 2.筛选前6个月内有药物或酒精滥用史；	Addictive Behavior
 3.签署知情同意书	Consent
 (6)使用免疫疗法超过3年的患者	Therapy or Surgery
 3)血常规指标：中性粒细胞≥1.5*109，血小板≥100*109，血红蛋白≥90g/L；	Laboratory Examinations
 3.妊娠期、哺乳期或意向妊娠的妇女；	Pregnancy-related Activity
 20.受试者交流、理解和合作不够，或依从性较差，不能保证按方案要求进行观察随访者；	Compliance with Protocol
 ②良性疾病受试者排除标准：	Disease
 13.有症状的室性心律失常尖端扭转型室性心动过速史	Disease
1.年龄18-70岁的女性患者；	Multiple
1）已知对非甾体类抗炎药、利多卡因、罗哌卡因、阿片类药物过敏的患者；	Allergy Intolerance
 （6）有严重药物过敏或血液透析器过敏反应的患者。	Allergy Intolerance
 2.年龄18~80岁；	Age
 11)对荧光素钠有过敏反应；或无法耐受FFA者；	Allergy Intolerance
 17)在接受本品第一次治疗前28天内接受过试验性药物治疗的；	Pharmaceutical Substance or Drug
 2.疾病终末期	Non-Neoplasm Disease Stage
 7）研究者同意参加临床试验并签署知情同意书，并同意按照验证方案要求进行随防评价。	Multiple
 (2)伴有严重合并症，全身情况不能耐受大型手术；	Multiple
 2.根据国际抗癫痫联盟1981年癫痫发作的国际分类及1989年癫痫及癫痫综合征分类确诊为部分性癫痫（伴或不伴继发性全身癫痫发作）或全身性癫痫发作的患者	Diagnostic
 8.妊娠、哺乳期妇女；	Pregnancy-related Activity
 （7）术前心功能不全&gt;III级和/或心绞痛&gt;III级和/或LVEF&lt;35%；	Multiple
 e. 治疗前1个月内使用抗生素患者；	Pharmaceutical Substance or Drug
年龄25-75	Age
  b. ANC ≥1.5×10^9/L；	Laboratory Examinations
 4. 严重眼表鳞状上皮化生；	Disease
 1. 年龄18~40岁之间的健康男女受试者；体重45~75 kg且体重指数BMI在19~26 kg/㎡（含界值）。	Multiple
 2.严重心脑血管、肿瘤、肝肾等器质性疾患者、低血压患者。	Disease
 （3）偏瘫患肢肌力≥ 3级；	Risk Assessment
 C.具有影响口服药物的多种因素（比如无法吞咽、恶心、呕吐、慢性腹泻和肠梗阻等）；	Multiple
 4）给药前2周内使用过或正在使用任何药物者，包括维生素及中草药；	Pharmaceutical Substance or Drug
 2）血栓性血小板减少性紫癜；	Disease
 7.患者依从性良好，自愿按计划接受随诊、治疗、实验室检查以及其它研究步骤。	Compliance with Protocol
 1、签署知情同意书；	Consent
 （3）患者同时服用非甾体抗炎药或酗酒,或存在其它影响本研究评价的严重疾病如严重的肝病、心脏病、肾脏病、恶性肿瘤等疾患	Multiple
 （5）进入试验前的一年内酗酒;	Addictive Behavior
（1）年龄：成人组：18~64岁；老年组：65岁以上；	Age
 ⑥主管医生未认为患者病情不适宜入选。	Researcher Decision
 5．肌电图或神经传导速度显示有相应节段的神经根性损伤。	Diagnostic
（1）符合慢性疲劳综合征诊断标准者（1994 CDC标准）；	Diagnostic
 10. 拒绝参加本研究的患者。	Consent
 (6)并存糖尿病、肝病、肾病等	Disease
 10) 对饮食有特殊要求，不能遵守统一饮食者；	Diet
 ⑻怀疑或确有酒精、药品滥用病史，或者根据研究者的判断、具有降低入组可能性或使入组复杂化的其他病变，如工作环境经常变动等易造成失访的情况；	Multiple
 d)无免疫系统疾病；	Disease
a. 全面分期检查（头颅MRI，脊髓MRI，胸腹盆CT，眼科裂隙灯检查，脑脊液检查）后诊断为原发于脑，脊髓，眼，脑神经，和/或脑膜的淋巴瘤，即除上述部位外，无淋巴瘤侵犯的证据；	Diagnostic
1）指深屈肌腱（从指浅屈肌腱止点至指深屈肌腱止点以近1cm处）完全断裂 (距受伤8小时内)者；	Disease
 6.对所有受试药物任何一种成分过敏。	Allergy Intolerance
 4. 合并有神经、精神疾病、活动期恶性肿瘤、脑中风、心肌梗塞等严重原发性疾病；	Disease
 (7)有精神性疾病无法合作的受试者；	Disease
1.在玉树州连续居住时间大于3年；	Address
 4. 年龄 25-75岁；	Age
 2 长期服用其他治疗胃食管反流病药物，且在本次研究前一个月未停用者。	Pharmaceutical Substance or Drug
1 年龄、性别不限；	Multiple
 3.受试者年龄18～70周岁，性别不限；	Multiple
 2.患者处于可预知的垂死状态；	Sign
 5  近6个月有哺乳史。	Pregnancy-related Activity
 （3）没有完整的病史资料；	Data Accessible
 4、严重的视神经损伤	Disease
 4）伴有骨质原发性异常或原发性肌肉疾病的患者；	Disease
 ③有精神、神经系统疾病；	Disease
 5) 妊娠或哺乳期妇女；	Pregnancy-related Activity
 6)筛选前1周内的服用营养补充剂的习惯有改变，或打算在整个研究期间改变目前服用习惯。营养补充剂包括任何维生素、矿物质和中草药补品。	Pharmaceutical Substance or Drug
 （11）患者已参加其他药物或器械临床试验，还没有完成所参加的临床试验预期的主要终点随访。	Enrollment in other studies
 b)诊断肌层浸润性膀胱癌后接受的基于的顺铂新辅助化疗是可以接受的；	Multiple
 9,不能配合试验者或临床医生认为不适合受试的其他患者	Multiple
 （7）心包压塞、大量心包积液、心包炎、限制性心肌病；	Disease
①既往患有明确的神经系统疾病、精神病病史者或人格存在异常者，如阿尔兹海默症，帕金森病综合征，多发性硬化症，精神分裂症，抑郁症等；	Disease
 9、严重或难以控制的感染。	Disease
 4，对速尿过敏	Allergy Intolerance
 6.关节强直者	Disease
 16.受试者在研究开始前3年内，有酗酒、药物滥用或患有精神疾病；	Addictive Behavior
 （3） 由药物（吩噻嗪类、β受体阻滞剂、肾上腺皮质类固醇及某些避孕药等）引起的高脂血症、纯合子型高胆固醇症血症及甘油三脂≥11.3 mmol/L的患者；	Multiple
 （3）既往身体健康，无严重心脑肝肾和代谢性疾病和慢性呼吸系统疾病；无感染性疾病；无消化道症状；病史、体格检查、心电图，胸片和血常规、凝血四项、血清四项、生化等实验室检查结果均正常或未发现具有临床意义的异常；	Multiple
 5.严重自身免疫性疾病患者；	Disease
 3.在整个干预期抗药物种类、剂量相对稳定；	Pharmaceutical Substance or Drug
 2.明确诊断为慢性心力衰竭，心脏超声或左室造影或同位素扫描显示LVEF≤50%，长期优化的药物治疗后NYHAⅡ或Ⅲ级。	Multiple
1.排除穿刺局部感染	Disease
 5.患儿不能合作或正在参加其他药物的临床试验者。	Enrollment in other studies
 d)肿瘤位于胸段或腹段食管；	Neoplasm Status
 5、术中冰冻病理或术前穿刺病理确诊为乳头状癌。	Diagnostic
 10.患者在试验期间参加其他试验	Enrollment in other studies
 9.精神病患者，或认知功能障碍；	Disease
 4)（补救治疗）初次治疗后复查呼气试验阳性，且停药3月以上者。	Laboratory Examinations
 ⑧妊娠期或分娩后并发其他疾病需服用药物者；	Multiple
  ③ 合并其他部位疼痛的患者；	Symptom
 ⑨孕前长期使用核苷类似物并出现耐药者。	Multiple
 （2）有抗IgA抗体的选择性IgA缺乏者；	Disease
 ①至少符合抑郁发作的2条症状标准（但少于5条），该症状同时存在并至少持续2周，影响患者功能；	Diagnostic
 ⑹ 合并有炎性肠病或肠易激综合征者；	Disease
 3) 取卵周期未进行移植或移植后未孕、有冻存胚胎者。	Therapy or Surgery
1. 年龄≥18岁；	Age
 （2）慢性重型肝炎；	Disease
 9）哺乳期和育龄期有生育计划的妇女，或尿妊娠试验（+）者	Pregnancy-related Activity
 3、入院时Hunt-Hess临床分级3-4级。	Risk Assessment
 ③对研究意义有正确认识，对研究人员的观察和评价有良好的依从性。	Compliance with Protocol
1、2013年1月-2016年1月入我院拟行全髋/膝关节置换或翻修患者	Multiple
（1）伴有弱视	Sign
 (2)经检查证实为冠心病急性心肌梗塞,Ⅳ级（劳力型）/重度（自发性）心绞痛以及其它心脏疾病、重度神经官能症、更年期症候群、甲亢、颈椎病、胆心病、胃及食管反流、食道裂孔疝、主动脉夹层等冠状动脉疾病以外的病变引起的胸痛者。	Disease
 2）GCS＜12分；	Risk Assessment
 6、应首次发病或过去发病未留有肢体瘫痪等后遗症的再次发病者，且不影响本次NIHSS评分，既往发病者本次入院mRS评分≤1分。	Multiple
1.由于外伤导致的颅内出血、颅脑损伤等生命体征不平稳，或本身合并有心、肺等疾病，或肝肾功能严重异常者；	Multiple
 5. 双侧乳腺癌或炎性乳腺癌；	Disease
 4.胃部肿瘤或伴并发症、严重肝病（ALT大于正常值上限3倍）、肾脏病（eGFR&lt;90 ml/min/1.73m2）、其他恶性肿瘤及酒精中毒疾患等	Multiple
?签署书面知情同意书	Consent
（1）在任何研究相关程序开始前，患者对本研究已充分了解并自愿签署书面知情同意书；	Consent
 （13）入选前1个月内口服糖皮质激素；	Pharmaceutical Substance or Drug
 (8)阿片类药物滥用；	Addictive Behavior
 （2）肿瘤分期（TNM）：I-IV（IV期患者，转移灶不影响肠道功能）	Neoplasm Status
 6. 非常规饮食者，如饮食量极少或每日仅进餐一次者等；	Diet
 12)合并使用影响糖代谢的药物，如糖皮质激素、甲状腺素、噻嗪类利尿剂	Pharmaceutical Substance or Drug
 ②肝肾功能明显异常(血清ALT/AST高于正常上限值2.5倍或以上，血清Cr≥150μmol/L）；	Multiple
 6已知对受试品过敏者；	Allergy Intolerance
 2)心力衰竭（经强化抗心衰治疗，仍有静息性心衰症状，左室射血分数&lt;40%）。	Disease
 （8）心脏外表现：蛋白尿伴或不伴肌酐升高、肝脏增大伴碱性磷酸酶升高、眶周紫癜、舌体或腺体增大、腕管综合征、甲营养不良、外周或自主神经病变等。	Disease
 (二)继发性高血压的病史或证据	Disease
 1.4  18岁以上病理证实晚期或转移性的非小细胞肺癌患者；	Multiple
 4.酒精或药物成瘾者。	Addictive Behavior
 4. 试验前3个月内有不稳定型心绞痛发作者、心肌梗塞或冠脉搭桥手术或经皮冠脉支架植入术者、一过性脑缺血（TIA）发作者、脑卒中发生者；纽约心功能分级III～IV级者；梗阻性心瓣膜病；肥厚性心肌病；因II～III度房室传导阻滞行心脏起搏器植入术者；	Multiple
